vue_serie_6_mois,temps,periode,moment,attente,Binge_watching,refaire_binge_watching,pratiquer_binge_watching,type_serie,choix_serie,Recommandations_d'un_ami,Avis_d’autres_utilisateurs_sur_des_sites_web,Buzz,Acteurs,Pub,Realisateur/Production,Recommandations_plateformes,plateforme_serie,compagnie_serie,duree_ideal_serie,serie_avant,avis_netflix,prix_plateforme,age,sexe,categorie,nationalite,choix_fun,origine_serie,choix_ile,langue_serie
Oui,Entre 3h et 6h,En semaine,La journee,Regarder une serie en cours de diffusion,Non,,Oui,"Comedie,Dramatique,Policier","Friends,Grey's Anatomy,House of Cards,Downtown Abbey,Prison Break",1,0,1,1,1,1,-1,chaines gratuites,"Seul,En couple",Entre 40min et 1h,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre 10E et 20E,41,femme,Personnel de l'ecole,Francais,Le requin,Americaine,,
Oui,Entre 6h et 10h,En semaine,En soiree,Je n'ai pas de preference,Oui,Oui,,"Comedie,Dramatique,Policier,Romantique,SF - Fantastique","Grey's Anatomy,Les Simpsons,Vikings,Stranger Things,Prison Break",2,2,1,1,1,2,2,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal",Entre amis,Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,19,femme,1A,Francais,L'ours,"Americaine,British,Francaise",Edouard,"VO,VOSTEN"
Oui,Entre 3h et 6h,"En semaine,Le weekend","La journee,En soiree",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Comedie,Dramatique","Friends,Les Simpsons,Rich and Morty,Stranger Things,Lost",1,1,2,0,0,0,0,"En telechargement ou streaming illegal","Seul,Entre amis",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Je prefere acceder au contenu illegalement et gratuitement",Moins de 5E,20,femme,2A,Marocain,Le requin,Americaine,Amelie,VOSTEN
Oui,Entre 3h et 6h,"En semaine,Le weekend","La journee,En soiree",Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Dramatique,Dessins animes,SF - Fantastique","Game of Thrones,Vikings,Rich and Morty,Stranger Things,Serie de Fourier",2,2,-2,1,-2,1,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,Sur support physique","Seul,En couple,Entre amis,En famille",Entre 40min et 1h,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre de 5E et 10E,22,homme,3A,Francais,L'ours,"Americaine,British,Francaise",Amelie,"VO,VOSTFR,VOSTEN,VF"
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Non,,"Action - Aventure,Policier,SF - Fantastique","Game of Thrones,Grey's Anatomy,Vikings,Downtown Abbey,Stranger Things",1,1,0,0,0,-2,-2,"chaines gratuites,Sur support physique","Seul,En famille",Entre 40min et 1h,,Je ne connais pas,Entre de 5E et 10E,47,femme,Enseignant/Chercheur,Francais,L'ours,"Americaine,British,Francaise",,"VOSTFR,VF"
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Comedie,Romantique","Game of Thrones,Grey's Anatomy,Les Simpsons,Stranger Things,Serie de Fourier",2,0,1,-2,-2,-2,2,"Des plateformes de visionnage payantes","Seul,Entre amis",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,22,femme,3A,Francais,Le requin,Americaine,Anis,"VOSTFR,VF"
Oui,Entre 1h et 3h,"En semaine,Le weekend","En soiree,La nuit",Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Action - Aventure,Dessins animes,Policier,SF - Fantastique","Game of Thrones,Le Bureau des Legendes,Vikings,Rich and Morty,Prison Break",2,0,0,-2,-2,-2,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,Entre amis",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Le prix est trop eleve,Pas adaptees a mes besoins",Moins de 5E,21,homme,2A,Francais,Le requin,"Americaine,British,Francaise",Amelie,"VOSTFR,VOSTEN"
Oui,Entre 1h et 3h,"En semaine,Le weekend","La journee,En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Comedie,Dramatique","Friends,Les Simpsons,Le Bureau des Legendes,Prison Break,Lost",1,0,-1,1,0,-2,-1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,24,homme,3A,Francais,Le requin,"Americaine,Francaise",Amelie,VOSTFR
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Comedie,Policier,SF - Fantastique","Game of Thrones,House of Cards,Vikings,Stranger Things,Lost",1,1,2,0,0,0,0,"Des plateformes de visionnage payantes",Seul,Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre 10E et 20E,24,homme,3A,Francais,L'ours,,Amelie,"VO,VOSTFR"
Oui,Entre 1h et 3h,Le weekend,"La journee,En soiree,La nuit",Ne regarder que les series completement terminees,Oui,Oui,,"Anime - Manga,Dessins animes,Policier,SF - Fantastique","Game of Thrones,Vikings,Rich and Morty,Stranger Things,Serie de Fourier",1,-1,-2,2,-2,-2,-2,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,chaines gratuites","Seul,En couple,Entre amis,En famille",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,21,femme,3A,Francais,L'ours,"Americaine,British,Francaise,Japonais",Amelie,"VO,VOSTFR,VOSTEN,VF"
Oui,Entre 3h et 6h,En semaine,En soiree,Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Action - Aventure,Dramatique,Horreur - Epouvante,SF - Fantastique","Game of Thrones,Les Simpsons,Vikings,Stranger Things,Dragon Ball",2,1,0,1,-1,-1,0,"En telechargement ou streaming illegal","En couple,Entre amis",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Je prefere acceder au contenu illegalement et gratuitement",Entre de 5E et 10E,21,homme,2A,Francais,L'ours,"Americaine,Francaise",Amelie,"VOSTFR,VOSTEN"
Oui,Entre 6h et 10h,"En semaine,Le weekend",En soiree,Attendre la sortie de la saison entiere avant de commencer le visionnage,Non,,Oui,"Action - Aventure,Anime - Manga,Comedie,Policier,SF - Fantastique","Game of Thrones,Friends,Vikings,Stranger Things,Dragon Ball",1,-1,0,1,-1,-1,1,"En telechargement ou streaming illegal,Sur support physique","Seul,Entre amis",Entre 40min et 1h,,Proposent une large gamme de films et des series en illimite et sans publicite,Moins de 5E,23,homme,2A,Francais,Le requin,"Americaine,British,Japonais",Antoine,"VOSTFR,VF"
Oui,Entre 1h et 3h,"En semaine,Le weekend","La journee,En soiree",Regarder une serie en cours de diffusion,Oui,Non,,"Action - Aventure,Comedie,Horreur - Epouvante,Policier,Romantique,SF - Fantastique","Game of Thrones,Grey's Anatomy,House of Cards,Vikings,Stranger Things",2,1,1,-1,-1,1,0,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,chaines payantes","Seul,En couple,Entre amis,En famille",Entre 40min et 1h,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre de 5E et 10E,19,femme,1A,Francais,Le requin,"Americaine,British,Francaise",Amelie,VO
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Non,,Non,"Comedie,Dramatique,Romantique","Friends,Grey's Anatomy,House of Cards,Downtown Abbey,Serie de Fourier",1,-2,0,-2,-2,1,-2,"Des plateformes de visionnage payantes,chaines payantes","Seul,En couple",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,26,femme,Ancien eleve,Francais,Le requin,"Americaine,British,Francaise",Amelie,VOSTFR
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Comedie,Policier,Romantique,SF - Fantastique","Game of Thrones,Friends,House of Cards,Downtown Abbey,Stranger Things",2,1,2,1,1,0,0,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal",Seul,Entre 30min et 40min,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre de 5E et 10E,20,femme,2A,Francais,L'ours,"Americaine,British",Edouard,"VO,VOSTEN"
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Comedie","Game of Thrones,Les Simpsons,House of Cards,Stranger Things,Serie de Fourier",2,1,2,-2,-1,0,1,"En telechargement ou streaming illegal","Seul,Entre amis,En famille",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Entre de 5E et 10E,21,homme,2A,Francais,L'ours,"Latino,Americaine,British",Anis,VOSTEN
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Non,,"Action - Aventure,Policier","Game of Thrones,Le Bureau des Legendes,Downtown Abbey,Prison Break,Serie de Fourier",2,2,2,1,2,-1,-1,"Des plateformes de visionnage payantes","Seul,En couple",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Moins de 5E,22,homme,2A,Francais,L'ours,"Americaine,British,Francaise",Edouard,"VO,VOSTEN,VF"
Oui,Entre 3h et 6h,"En semaine,Le weekend","En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,SF - Fantastique,Sitcom","Game of Thrones,Les Simpsons,Stranger Things,Dragon Ball,Lost",2,1,1,0,-2,-2,0,"En telechargement ou streaming illegal,chaines gratuites","Seul,Entre amis",Entre 30min et 40min,,"Le prix est trop eleve,Je prefere acceder au contenu illegalement et gratuitement",Je ne souhaite pas payer pour ce genre de service,22,homme,3A,Francais,L'ours,"Americaine,British,Japonais",Ferdinand,"VO,VOSTFR,VOSTEN,VF"
Oui,Moins d'1h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Non,,Non,Policier,"Friends,Grey's Anatomy,Le Bureau des Legendes,Prison Break,Twin Peaks",-2,-2,0,-2,0,-2,-2,chaines gratuites,"Seul,En famille",Entre 40min et 1h,,Je ne connais pas,Moins de 5E,20,femme,1A,Francais,L'ours,"Americaine,Francaise",,VF
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Dramatique,Policier,Romantique,SF - Fantastique,Sitcom","Grey's Anatomy,Les Simpsons,Downtown Abbey,Un Dos Tres,Serie de Fourier",1,1,0,2,2,-1,1,"En telechargement ou streaming illegal,chaines gratuites,Sur support physique","Seul,Entre amis,En famille",Entre 40min et 1h,,Je prefere acceder au contenu illegalement et gratuitement,Je ne souhaite pas payer pour ce genre de service,23,femme,Ancien eleve,Francais,L'ours,"Latino,Americaine,British,Francaise,Japonais,Allemande",Amelie,"VO,VOSTFR,VOSTEN,VF"
Oui,Entre 3h et 6h,"En semaine,Le weekend","En soiree,La nuit",Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Action - Aventure,Comedie,Dessins animes,Romantique,SF - Fantastique,Sitcom","Game of Thrones,Friends,House of Cards,Lost,Serie de Fourier",1,1,1,2,1,2,1,"En telechargement ou streaming illegal","Seul,En couple,En famille",Entre 40min et 1h,,Je ne connais pas,Moins de 5E,22,femme,3A,Francais,L'ours,"Americaine,British",,VO
Oui,Moins d'1h,En semaine,En soiree,Je n'ai pas de preference,Oui,Non,,Action - Aventure,"House of Cards,Le Bureau des Legendes,Stranger Things,Lost,Serie de Fourier",1,1,2,1,1,1,1,"Des plateformes de visionnage payantes,chaines gratuites",Seul,Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,22,homme,3A,Francais,L'ours,"Americaine,Francaise",Antoine,VOSTFR
Oui,Entre 6h et 10h,"En semaine,Le weekend","En soiree,La nuit",Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Action - Aventure,Comedie,Dramatique,Dessins animes,Horreur - Epouvante,SF - Fantastique,Sitcom","House of Cards,Vikings,Rich and Morty,Stranger Things,Lost",2,0,-2,0,-2,1,0,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,Entre amis",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,21,homme,2A,Francais,Le requin,"Americaine,British,Francaise",Ferdinand,"VOSTFR,VOSTEN"
Oui,Entre 3h et 6h,"En semaine,Le weekend","En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Dramatique,Policier,SF - Fantastique","Friends,Les Simpsons,Vikings,Rich and Morty,Stranger Things",1,-1,-1,0,-1,1,-1,"En telechargement ou streaming illegal",Seul,Entre 20min et 30min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Pas adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Je ne souhaite pas payer pour ce genre de service,19,homme,1A,Francais,L'ours,"Americaine,Japonais",Amelie,"VOSTFR,VF"
Oui,Entre 3h et 6h,Le weekend,La journee,Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Comedie,Dessins animes,Policier,SF - Fantastique","Game of Thrones,Les Simpsons,House of Cards,Vikings,Rich and Morty",2,0,0,2,0,2,2,"Des plateformes de visionnage payantes,chaines gratuites","Seul,En couple,Entre amis",Entre 40min et 1h,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre de 5E et 10E,25,homme,Master,Colombien,Le requin,"Latino,Americaine,British,Francaise,Japonais",Amelie,VO
Oui,Entre 1h et 3h,"En semaine,Le weekend",La nuit,Attendre la sortie de la saison entiere avant de commencer le visionnage,Non,,Non,"Dramatique,Policier","Game of Thrones,Les Simpsons,House of Cards,Le Bureau des Legendes,Stranger Things",2,0,1,-1,-1,-1,-1,"En telechargement ou streaming illegal",Seul,Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Je prefere acceder au contenu illegalement et gratuitement",Moins de 5E,22,homme,2A,Francais,L'ours,"Americaine,Francaise",Amelie,"VO,VOSTFR"
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Non,,Non,"Action - Aventure,SF - Fantastique","Game of Thrones,Les Simpsons,House of Cards,Vikings,Dragon Ball",1,0,1,-2,-2,-2,-2,"Des plateformes de visionnage payantes",Seul,Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,23,homme,3A,Francais,L'ours,,Edouard,"VO,VOSTFR,VOSTEN,VF"
Oui,Moins d'1h,Le weekend,La nuit,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Dramatique,Horreur - Epouvante,Policier","Game of Thrones,House of Cards,Stranger Things,Dragon Ball,Serie de Fourier",1,2,2,0,-2,-2,-2,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,chaines gratuites","Seul,Entre amis",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Le prix est trop eleve,Pas adaptees a mes besoins",Entre de 5E et 10E,22,homme,2A,Algerien,Le requin,"Americaine,Japonais",Amelie,"VO,VOSTEN"
Oui,Entre 6h et 10h,"En semaine,Le weekend","En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Dessins animes,Horreur - Epouvante,Policier,SF - Fantastique,Sitcom","Les Simpsons,Vikings,Rich and Morty,Stranger Things,Dragon Ball",2,1,2,-2,-2,1,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,chaines gratuites","Seul,En couple,Entre amis,En famille",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre 10E et 20E,22,homme,en cesure,Francais,Le requin,"Latino,Americaine,British,Francaise,Japonais",Amelie,"VOSTFR,VOSTEN,VF"
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Non,,"Comedie,Policier,Sitcom","Friends,Les Simpsons,Downtown Abbey,Lost,Serie de Fourier",-2,0,1,2,1,2,2,"Des plateformes de visionnage payantes","Seul,En couple,En famille",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,22,femme,3A,Americain,L'ours,"Latino,Americaine",,VO
Oui,Entre 6h et 10h,"En semaine,Le weekend","La journee,En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Dramatique,Dessins animes,Horreur - Epouvante,Policier,Romantique,SF - Fantastique,Sitcom","Game of Thrones,Downtown Abbey,Rich and Morty,Stranger Things,Lost",1,-2,-2,2,-2,-1,-2,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,chaines gratuites,chaines payantes,Sur support physique","Seul,En couple,En famille",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,24,homme,Ancien eleve,Francais,L'ours,"Americaine,British,Francaise,Japonais",Edouard,"VO,VOSTFR,VOSTEN"
Oui,Entre 3h et 6h,"En semaine,Le weekend","En soiree,La nuit",Regarder une serie en cours de diffusion,Oui,Non,,"Anime - Manga,SF - Fantastique","Game of Thrones,House of Cards,Vikings,Rich and Morty,Dragon Ball",1,-1,0,-2,-2,1,1,"Des plateformes de visionnage payantes","Seul,Entre amis",Entre 20min et 30min,,Adaptees a mes besoins,Entre de 5E et 10E,20,homme,2A,Francais,Le requin,"Americaine,Japonais",Amelie,VOSTFR
Oui,Entre 1h et 3h,"En semaine,Le weekend","La journee,En soiree",Je n'ai pas de preference,Non,,Non,"Action - Aventure,Comedie,Dramatique,Policier,SF - Fantastique","Game of Thrones,House of Cards,Stranger Things,Dragon Ball,Lost",0,0,-1,-2,-2,-2,-2,"Des plateformes de visionnage payantes","Seul,En couple",Entre 40min et 1h,,Je ne connais pas,Entre 10E et 20E,30,homme,Doctorant,Vietnamien,Le requin,Americaine,Amelie,"VO,VOSTEN"
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Policier,SF - Fantastique","Game of Thrones,Friends,Le Bureau des Legendes,Stranger Things,Lost",1,1,-1,-2,-2,-2,-2,"En telechargement ou streaming illegal","Seul,Entre amis",Entre 40min et 1h,,"Le prix est trop eleve,Pas adaptees a mes besoins",Moins de 5E,21,homme,en cesure,Francais,L'ours,"Americaine,Francaise",Amelie,VO
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Comedie,Dessins animes,SF - Fantastique","Game of Thrones,Friends,Les Simpsons,Rich and Morty,Twin Peaks",1,-2,1,-1,-1,1,1,"En telechargement ou streaming illegal",Seul,Entre 30min et 40min,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre de 5E et 10E,22,homme,3A,Francais,L'ours,"Americaine,British,Francaise",Ferdinand,VOSTFR
Oui,Entre 1h et 3h,"En semaine,Le weekend","En soiree,La nuit",Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Comedie,Policier,SF - Fantastique","Game of Thrones,House of Cards,Vikings,Rich and Morty,Dragon Ball",2,1,1,1,1,2,2,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal",Seul,Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,22,homme,2A,Francais,L'ours,"Americaine,British",,"VO,VOSTFR,VOSTEN"
Oui,Entre 1h et 3h,"En semaine,Le weekend","En soiree,La nuit",Je n'ai pas de preference,Non,,Oui,"Action - Aventure,Comedie,Policier","Game of Thrones,Friends,House of Cards,Downtown Abbey,Lost",1,-1,0,1,-1,0,0,"En telechargement ou streaming illegal,chaines gratuites,chaines payantes,Sur support physique","Seul,Entre amis,En famille",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Le prix est trop eleve",Entre de 5E et 10E,21,femme,1A,Francais,L'ours,"Latino,Americaine,British,Francaise",Ferdinand,"VO,VOSTEN"
Oui,Entre 1h et 3h,"En semaine,Le weekend",La nuit,Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Anime - Manga,Dramatique,Dessins animes,Policier,SF - Fantastique","Game of Thrones,Le Bureau des Legendes,The Wire,Rich and Morty,The Sopranos",2,1,-2,0,-2,1,1,"En telechargement ou streaming illegal","Seul,En couple,Entre amis,En famille",Entre 40min et 1h,,Je prefere acceder au contenu illegalement et gratuitement,Je ne souhaite pas payer pour ce genre de service,20,homme,2A,Francais,L'ours,"Americaine,British,Francaise,Japonais",Amelie,"VO,VOSTEN"
Oui,Entre 6h et 10h,"En semaine,Le weekend","En soiree,La nuit",Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Comedie,Dramatique,Horreur - Epouvante,Policier,SF - Fantastique,Sitcom","Game of Thrones,House of Cards,The Wire,Stranger Things,Twin Peaks",2,2,0,-2,0,1,1,"En telechargement ou streaming illegal","Seul,Entre amis",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Entre de 5E et 10E,23,homme,en cesure,Francais,Le requin,"Latino,Americaine,British,Francaise,Italien",Edouard,"VOSTFR,VOSTEN"
Oui,Entre 3h et 6h,"En semaine,Le weekend","La journee,En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Comedie,Dramatique","Game of Thrones,Grey's Anatomy,Les Simpsons,Un Dos Tres,Serie de Fourier",1,1,1,1,1,1,1,"Des plateformes de visionnage payantes",Seul,Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Je prefere acceder au contenu illegalement et gratuitement",Je ne souhaite pas payer pour ce genre de service,22,femme,3A,Francais,L'ours,"Americaine,British",Anis,VO
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,SF - Fantastique,Sitcom","Game of Thrones,Friends,House of Cards,The Wire,Dragon Ball",1,0,-2,-2,-2,0,-1,"Des plateformes de visionnage payantes",Seul,Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,27,homme,Doctorant,Francais,L'ours,Americaine,,"VO,VOSTEN"
Oui,Entre 3h et 6h,"En semaine,Le weekend",La nuit,Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Comedie,Policier,Romantique,SF - Fantastique","Game of Thrones,Friends,House of Cards,Stranger Things,Lost",2,1,1,2,-2,-2,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,Sur support physique","Seul,En couple,Entre amis,En famille",Entre 20min et 30min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Entre de 5E et 10E,20,femme,1A,Francais,L'ours,"Americaine,British",Amelie,"VO,VOSTEN"
